2024-04-22 11:06:27.738565|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/10A.pdf | pdf_name = 10A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/110C.pdf | pdf_name = 110C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/110B.pdf | pdf_name = 110B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/115A.pdf | pdf_name = 115A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/115B.pdf | pdf_name = 115B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/113A.pdf | pdf_name = 113A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/112B.pdf | pdf_name = 112B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/117C.pdf | pdf_name = 117C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/116A.pdf | pdf_name = 116A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/114B.pdf | pdf_name = 114B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/114A.pdf | pdf_name = 114A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/118A.pdf | pdf_name = 118A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/117A.pdf | pdf_name = 117A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/116B.pdf | pdf_name = 116B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/117B.pdf | pdf_name = 117B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/122C.pdf | pdf_name = 122C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/120A.pdf | pdf_name = 120A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/118B.pdf | pdf_name = 118B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/119A.pdf | pdf_name = 119A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/121A.pdf | pdf_name = 121A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/123B.pdf | pdf_name = 123B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/123A.pdf | pdf_name = 123A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/122B.pdf | pdf_name = 122B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/124B.pdf | pdf_name = 124B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/123C.pdf | pdf_name = 123C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/121B.pdf | pdf_name = 121B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/122A.pdf | pdf_name = 122A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/125A.pdf | pdf_name = 125A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/118C.pdf | pdf_name = 118C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/120B.pdf | pdf_name = 120B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/126C.pdf | pdf_name = 126C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/125B.pdf | pdf_name = 125B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/36B.pdf | pdf_name = 36B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/7C.pdf | pdf_name = 7C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/128A.pdf | pdf_name = 128A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/126B.pdf | pdf_name = 126B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/126A.pdf | pdf_name = 126A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/127A.pdf | pdf_name = 127A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/129A.pdf | pdf_name = 129A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/127B.pdf | pdf_name = 127B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/130D.pdf | pdf_name = 130D.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/129B.pdf | pdf_name = 129B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/131B.pdf | pdf_name = 131B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/131A.pdf | pdf_name = 131A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/131C.pdf | pdf_name = 131C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/130C.pdf | pdf_name = 130C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/130B.pdf | pdf_name = 130B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/133A.pdf | pdf_name = 133A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/130A.pdf | pdf_name = 130A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/132A.pdf | pdf_name = 132A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/133B.pdf | pdf_name = 133B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/133C.pdf | pdf_name = 133C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/135B.pdf | pdf_name = 135B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/136B.pdf | pdf_name = 136B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/132B.pdf | pdf_name = 132B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/135A.pdf | pdf_name = 135A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/134B.pdf | pdf_name = 134B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/139B.pdf | pdf_name = 139B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/137B.pdf | pdf_name = 137B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/134A.pdf | pdf_name = 134A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/142B.pdf | pdf_name = 142B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/139A.pdf | pdf_name = 139A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/138B.pdf | pdf_name = 138B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/141B.pdf | pdf_name = 141B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/140B.pdf | pdf_name = 140B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/142A.pdf | pdf_name = 142A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/137A.pdf | pdf_name = 137A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/140C.pdf | pdf_name = 140C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/147C.pdf | pdf_name = 147C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/143A.pdf | pdf_name = 143A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/138A.pdf | pdf_name = 138A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/140A.pdf | pdf_name = 140A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/145A.pdf | pdf_name = 145A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/136A.pdf | pdf_name = 136A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/144A.pdf | pdf_name = 144A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/144B.pdf | pdf_name = 144B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/141A.pdf | pdf_name = 141A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/143B.pdf | pdf_name = 143B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/147B.pdf | pdf_name = 147B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/145C.pdf | pdf_name = 145C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/146A.pdf | pdf_name = 146A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/149C.pdf | pdf_name = 149C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/148A.pdf | pdf_name = 148A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/149B.pdf | pdf_name = 149B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/146B.pdf | pdf_name = 146B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/148C(1).pdf | pdf_name = 148C(1).pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/150B.pdf | pdf_name = 150B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/148C.pdf | pdf_name = 148C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/149A(1).pdf | pdf_name = 149A(1).pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/147A.pdf | pdf_name = 147A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/150C.pdf | pdf_name = 150C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/148B.pdf | pdf_name = 148B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/149A.pdf | pdf_name = 149A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/150C(1).pdf | pdf_name = 150C(1).pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/149B(1).pdf | pdf_name = 149B(1).pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/150B(1).pdf | pdf_name = 150B(1).pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/150A.pdf | pdf_name = 150A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/151A(1).pdf | pdf_name = 151A(1).pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/150A(1).pdf | pdf_name = 150A(1).pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/149C(1).pdf | pdf_name = 149C(1).pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/151C.pdf | pdf_name = 151C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/151A.pdf | pdf_name = 151A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/155B.pdf | pdf_name = 155B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/151B.pdf | pdf_name = 151B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/153A.pdf | pdf_name = 153A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/153B.pdf | pdf_name = 153B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/152B.pdf | pdf_name = 152B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/151B(1).pdf | pdf_name = 151B(1).pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/154C.pdf | pdf_name = 154C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/154B.pdf | pdf_name = 154B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/152A.pdf | pdf_name = 152A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/158B.pdf | pdf_name = 158B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/158C.pdf | pdf_name = 158C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/158A.pdf | pdf_name = 158A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/154A.pdf | pdf_name = 154A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/155A.pdf | pdf_name = 155A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/159A.pdf | pdf_name = 159A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/161B.pdf | pdf_name = 161B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/160A.pdf | pdf_name = 160A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/160C.pdf | pdf_name = 160C.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/156A.pdf | pdf_name = 156A.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/160D.pdf | pdf_name = 160D.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/160B.pdf | pdf_name = 160B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/156B.pdf | pdf_name = 156B.pdf|2024-04-22 11:06:27.738565 | 
[-]get_gemini_response | 'int' object is not iterable  |dir_path =  images/Datasets/Dengue/Dengue/ | pdf_path = images/Datasets/Dengue/Dengue/157A.pdf | pdf_name = 157A.pdf|2024-04-22 11:06:27.738565 | 
